payment_method_type,country,rebill_period_in_months,firstSub,observation_date,age,all_time_views,last_month_views,next_month_views,is_cancelled
PAYPAL,usa,1,,2018-04-01,315,182,,,true
SAGEPAY,tur,1,1.0,2018-05-01,1001,504,,,true
SAGEPAY,usa,1,1.0,2018-05-01,947,39,,,true
SAGEPAY,usa,1,1.0,2018-05-01,909,45,,,true
SAGEPAY,usa,1,1.0,2018-05-01,782,37,,,true
SAGEPAY,pol,1,1.0,2018-05-01,675,110,,,true
PAYPAL,usa,6,,2018-05-01,468,308,,,true
PAYPAL,phl,6,,2018-05-01,383,282,,,true
SAGEPAY,ind,1,,2018-05-01,182,279,,,true
SAGEPAY,swe,6,1.0,2018-05-01,76,427,206,78,false
SAGEPAY,usa,1,1.0,2018-06-01,831,136,,,true
SAGEPAY,ukr,1,1.0,2018-06-01,818,95,,,true
PAYPAL,gbr,1,1.0,2018-06-01,816,39,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,769,98,,,true
PAYPAL,usa,1,1.0,2018-06-01,755,55,,,true
SAGEPAY,srb,1,1.0,2018-06-01,624,106,,,true
SAGEPAY,usa,1,1.0,2018-06-01,259,26,,,true
SAGEPAY,ind,1,1.0,2018-06-01,252,306,,,true
SAGEPAY,usa,1,1.0,2018-06-01,112,11,,,true
SAGEPAY,usa,1,1.0,2018-06-01,890,65,,,true
SAGEPAY,lbn,1,1.0,2018-06-01,864,408,,,true
SAGEPAY,sgp,12,1.0,2018-06-01,856,90,,,false
SAGEPAY,kwt,1,1.0,2018-06-01,722,312,,,true
PAYPAL,aus,1,1.0,2018-06-01,713,155,,,true
SAGEPAY,usa,1,1.0,2018-06-01,615,,,,true
PAYPAL,can,12,1.0,2018-06-01,399,121,21,,false
SAGEPAY,pol,6,,2018-06-01,389,395,,,true
PAYPAL,usa,1,,2018-06-01,376,182,,,true
PAYPAL,gbr,1,1.0,2018-02-01,857,56,,,true
PAYPAL,bgr,1,1.0,2018-02-01,626,148,,,true
SAGEPAY,deu,1,,2018-02-01,591,222,,,true
SAGEPAY,ind,1,1.0,2018-02-01,566,306,,,true
SAGEPAY,lbn,1,1.0,2018-02-01,457,41,,,true
PAYPAL,cze,6,,2018-02-01,422,210,,,true
SAGEPAY,gbr,6,,2018-02-01,390,289,27,34,true
SAGEPAY,che,6,1.0,2018-02-01,380,268,,,false
SAGEPAY,usa,6,1.0,2018-02-01,229,534,,,true
SAGEPAY,aus,1,1.0,2018-02-01,913,50,,,false
SAGEPAY,ind,1,1.0,2018-02-01,748,80,,,false
SAGEPAY,usa,1,,2018-02-01,733,326,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,731,,,,true
PAYPAL,ukr,1,1.0,2018-02-01,717,274,,,true
SAGEPAY,rou,1,,2018-02-01,679,76,2,1,false
SAGEPAY,deu,1,1.0,2018-02-01,610,62,,,false
SAGEPAY,rus,1,1.0,2018-02-01,522,13,,,false
SAGEPAY,fin,1,1.0,2018-02-01,478,6,,,false
SAGEPAY,nld,1,1.0,2018-03-01,954,112,2,,true
SAGEPAY,usa,6,1.0,2018-03-01,932,1,,,true
SAGEPAY,bel,1,,2018-03-01,840,131,,,false
SAGEPAY,gbr,1,1.0,2018-03-01,755,7,,,true
SAGEPAY,usa,1,1.0,2018-03-01,674,15,,,true
SAGEPAY,usa,1,1.0,2018-03-01,621,50,,,true
SAGEPAY,ind,1,1.0,2018-03-01,527,480,,,false
PAYPAL,usa,6,1.0,2018-03-01,435,50,,,false
PAYPAL,usa,12,,2018-03-01,309,203,,,false
SAGEPAY,usa,1,1.0,2018-04-01,770,136,,,true
SAGEPAY,ukr,1,1.0,2018-04-01,757,95,,,true
PAYPAL,gbr,1,1.0,2018-04-01,755,39,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,708,98,,,true
PAYPAL,usa,1,1.0,2018-04-01,694,55,,,true
SAGEPAY,srb,1,1.0,2018-04-01,563,106,,,true
SAGEPAY,usa,1,1.0,2018-04-01,198,26,,,true
SAGEPAY,ind,1,1.0,2018-04-01,191,306,,,true
SAGEPAY,usa,1,1.0,2018-04-01,51,11,,,true
SAGEPAY,usa,1,1.0,2018-05-01,800,136,,,true
SAGEPAY,ukr,1,1.0,2018-05-01,787,95,,,true
PAYPAL,gbr,1,1.0,2018-05-01,785,39,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,738,98,,,true
PAYPAL,usa,1,1.0,2018-05-01,724,55,,,true
SAGEPAY,srb,1,1.0,2018-05-01,593,106,,,true
SAGEPAY,usa,1,1.0,2018-05-01,228,26,,,true
SAGEPAY,ind,1,1.0,2018-05-01,221,306,,,true
SAGEPAY,usa,1,1.0,2018-05-01,81,11,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1047,578,,,true
SAGEPAY,can,1,1.0,2018-06-01,1012,371,,,true
SAGEPAY,usa,1,1.0,2018-06-01,871,331,,,true
SAGEPAY,bra,1,1.0,2018-06-01,831,37,,,true
SAGEPAY,ind,1,1.0,2018-06-01,789,28,,,true
SAGEPAY,ind,1,1.0,2018-06-01,774,131,,,false
SAGEPAY,usa,1,,2018-06-01,686,92,,,true
PAYPAL,che,6,,2018-06-01,542,67,,,true
SAGEPAY,swe,6,1.0,2018-06-01,527,56,,,true
SAGEPAY,usa,1,1.0,2018-02-01,905,8,6,,false
SAGEPAY,ind,1,,2018-02-01,785,241,,,false
SAGEPAY,usa,1,,2018-02-01,744,338,,9,false
SAGEPAY,ind,1,1.0,2018-02-01,732,377,,,true
PAYPAL,usa,1,1.0,2018-02-01,605,72,,,true
SAGEPAY,usa,1,1.0,2018-02-01,527,9,,,true
SAGEPAY,rou,1,1.0,2018-02-01,526,284,,,false
SAGEPAY,srb,1,,2018-02-01,143,249,,,true
PAYPAL,sau,6,,2018-02-01,95,338,21,7,false
SAGEPAY,tur,1,1.0,2018-03-01,940,504,,,true
SAGEPAY,usa,1,1.0,2018-03-01,886,39,,,true
SAGEPAY,usa,1,1.0,2018-03-01,848,45,,,true
SAGEPAY,usa,1,1.0,2018-03-01,721,37,,,true
SAGEPAY,pol,1,1.0,2018-03-01,614,110,,,true
PAYPAL,usa,6,,2018-03-01,407,308,,,true
PAYPAL,phl,6,,2018-03-01,323,282,,,true
SAGEPAY,ind,1,,2018-03-01,121,279,,,true
SAGEPAY,swe,6,1.0,2018-03-01,15,56,56,165,false
SAGEPAY,aus,1,1.0,2018-03-01,941,50,,,false
SAGEPAY,ind,1,1.0,2018-03-01,776,80,,,false
SAGEPAY,usa,1,,2018-03-01,761,326,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,759,,,,true
PAYPAL,ukr,1,1.0,2018-03-01,745,274,,,true
SAGEPAY,rou,1,,2018-03-01,707,77,1,,false
SAGEPAY,deu,1,1.0,2018-03-01,638,62,,,false
SAGEPAY,rus,1,1.0,2018-03-01,550,13,,,false
SAGEPAY,fin,1,1.0,2018-03-01,506,6,,,false
SAGEPAY,nld,1,1.0,2018-04-01,985,112,,,true
SAGEPAY,usa,6,1.0,2018-04-01,963,1,,,true
SAGEPAY,bel,1,,2018-04-01,871,131,,,false
SAGEPAY,gbr,1,1.0,2018-04-01,785,7,,,true
SAGEPAY,usa,1,1.0,2018-04-01,705,15,,,true
SAGEPAY,usa,1,1.0,2018-04-01,652,50,,,true
SAGEPAY,ind,1,1.0,2018-04-01,558,480,,,false
PAYPAL,usa,6,1.0,2018-04-01,466,50,,,false
PAYPAL,usa,12,,2018-04-01,340,203,,,false
SAGEPAY,usa,1,1.0,2018-05-01,994,8,,,false
SAGEPAY,ind,1,,2018-05-01,874,241,,,false
SAGEPAY,usa,1,,2018-05-01,833,377,3,68,false
SAGEPAY,ind,1,1.0,2018-05-01,821,377,,,true
PAYPAL,usa,1,1.0,2018-05-01,694,72,,,true
SAGEPAY,usa,1,1.0,2018-05-01,616,9,,,true
SAGEPAY,rou,1,1.0,2018-05-01,615,284,,,false
SAGEPAY,srb,1,,2018-05-01,232,249,,,true
PAYPAL,sau,6,,2018-05-01,184,388,22,,true
SAGEPAY,usa,1,1.0,2018-05-01,1016,578,,,true
SAGEPAY,can,1,1.0,2018-05-01,981,371,,,true
SAGEPAY,usa,1,1.0,2018-05-01,840,331,,,true
SAGEPAY,bra,1,1.0,2018-05-01,800,37,,,true
SAGEPAY,ind,1,1.0,2018-05-01,758,28,,,true
SAGEPAY,ind,1,1.0,2018-05-01,743,131,,,false
SAGEPAY,usa,1,,2018-05-01,655,92,,,true
PAYPAL,che,6,,2018-05-01,511,67,,,true
SAGEPAY,swe,6,1.0,2018-05-01,496,56,,,true
SAGEPAY,ind,1,,2018-06-01,722,111,,,false
SAGEPAY,gbr,1,1.0,2018-06-01,720,30,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,617,401,,27,false
SAGEPAY,usa,1,1.0,2018-06-01,613,9,,,true
SAGEPAY,usa,1,1.0,2018-06-01,583,21,,,true
SAGEPAY,can,1,,2018-06-01,440,458,,,true
PAYPAL,mex,6,,2018-06-01,352,279,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,343,99,,,false
SAGEPAY,swe,1,1.0,2018-06-01,108,409,,,true
SAGEPAY,tur,1,1.0,2018-06-01,1032,504,,,true
SAGEPAY,usa,1,1.0,2018-06-01,978,39,,,true
SAGEPAY,usa,1,1.0,2018-06-01,940,45,,,true
SAGEPAY,usa,1,1.0,2018-06-01,813,37,,,true
SAGEPAY,pol,1,1.0,2018-06-01,706,110,,,true
PAYPAL,usa,6,,2018-06-01,499,308,,,true
PAYPAL,phl,6,,2018-06-01,414,282,,,true
SAGEPAY,ind,1,,2018-06-01,213,279,,,true
SAGEPAY,swe,6,1.0,2018-06-01,107,505,78,,false
SAGEPAY,sgp,1,1.0,2018-06-01,1009,180,,,true
SAGEPAY,usa,1,,2018-06-01,978,28,,,true
SAGEPAY,pak,1,1.0,2018-06-01,695,413,,,true
PAYPAL,usa,1,,2018-06-01,659,627,,,true
PAYPAL,usa,1,1.0,2018-06-01,648,29,,,true
PAYPAL,mex,1,1.0,2018-06-01,642,97,,,true
SAGEPAY,usa,6,1.0,2018-06-01,371,401,1,,false
SAGEPAY,usa,1,,2018-06-01,217,59,,,true
SAGEPAY,aut,1,1.0,2018-06-01,24,88,50,27,false
PAYPAL,che,1,1.0,2018-02-01,887,67,,,true
SAGEPAY,nld,1,1.0,2018-02-01,880,41,,,true
SAGEPAY,usa,1,1.0,2018-02-01,809,188,,,true
SAGEPAY,ind,1,1.0,2018-02-01,742,73,,,true
PAYPAL,sau,1,,2018-02-01,679,338,21,7,true
PAYPAL,usa,1,1.0,2018-02-01,570,47,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,480,43,,,true
SAGEPAY,usa,1,,2018-02-01,152,266,,,true
SAGEPAY,gbr,6,,2018-02-01,28,115,35,1,false
SAGEPAY,usa,1,1.0,2018-02-01,927,578,,,true
SAGEPAY,can,1,1.0,2018-02-01,892,371,,,true
SAGEPAY,usa,1,1.0,2018-02-01,751,331,,,true
SAGEPAY,bra,1,1.0,2018-02-01,711,37,,,true
SAGEPAY,ind,1,1.0,2018-02-01,669,28,,,true
SAGEPAY,ind,1,1.0,2018-02-01,654,131,,,false
SAGEPAY,usa,1,,2018-02-01,566,92,,,true
PAYPAL,che,6,,2018-02-01,422,67,,,true
SAGEPAY,swe,6,1.0,2018-02-01,407,56,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,904,237,2,,false
PAYPAL,aus,1,1.0,2018-02-01,852,151,,,true
OFFLINE,USA,1,1.0,2018-02-01,715,,,,true
PAYPAL,usa,1,1.0,2018-02-01,667,21,,,true
SAGEPAY,can,1,1.0,2018-02-01,615,3,,,true
PAYPAL,esp,1,1.0,2018-02-01,565,258,,,true
PAYPAL,usa,1,1.0,2018-02-01,363,143,,,true
SAGEPAY,usa,6,1.0,2018-02-01,200,44,,,true
SAGEPAY,ind,1,,2018-02-01,193,291,,,false
PAYPAL,gbr,1,1.0,2018-03-01,885,56,,,true
PAYPAL,bgr,1,1.0,2018-03-01,654,148,,,true
SAGEPAY,deu,1,,2018-03-01,619,222,,,true
SAGEPAY,ind,1,1.0,2018-03-01,594,306,,,true
SAGEPAY,lbn,1,1.0,2018-03-01,485,41,,,true
PAYPAL,cze,6,,2018-03-01,450,210,,,true
SAGEPAY,gbr,6,,2018-03-01,418,323,34,,true
SAGEPAY,che,6,1.0,2018-03-01,408,268,,,false
SAGEPAY,usa,6,1.0,2018-03-01,257,534,,,true
SAGEPAY,usa,1,1.0,2018-03-01,955,578,,,true
SAGEPAY,can,1,1.0,2018-03-01,920,371,,,true
SAGEPAY,usa,1,1.0,2018-03-01,779,331,,,true
SAGEPAY,bra,1,1.0,2018-03-01,739,37,,,true
SAGEPAY,ind,1,1.0,2018-03-01,697,28,,,true
SAGEPAY,ind,1,1.0,2018-03-01,682,131,,,false
SAGEPAY,usa,1,,2018-03-01,594,92,,,true
PAYPAL,che,6,,2018-03-01,450,67,,,true
SAGEPAY,swe,6,1.0,2018-03-01,435,56,,,true
SAGEPAY,usa,1,1.0,2018-04-01,986,578,,,true
SAGEPAY,can,1,1.0,2018-04-01,951,371,,,true
SAGEPAY,usa,1,1.0,2018-04-01,810,331,,,true
SAGEPAY,bra,1,1.0,2018-04-01,770,37,,,true
SAGEPAY,ind,1,1.0,2018-04-01,728,28,,,true
SAGEPAY,ind,1,1.0,2018-04-01,713,131,,,false
SAGEPAY,usa,1,,2018-04-01,625,92,,,true
PAYPAL,che,6,,2018-04-01,481,67,,,true
SAGEPAY,swe,6,1.0,2018-04-01,466,56,,,true
PAYPAL,esp,1,,2018-05-01,872,205,,,true
SAGEPAY,ind,1,1.0,2018-05-01,801,114,,,true
SAGEPAY,usa,1,1.0,2018-05-01,761,93,,,true
SAGEPAY,usa,1,1.0,2018-05-01,563,18,,,false
SAGEPAY,rou,1,1.0,2018-05-01,538,336,,,false
SAGEPAY,usa,6,,2018-05-01,457,272,,,true
PAYPAL,esp,1,1.0,2018-05-01,350,21,,,true
PAYPAL,usa,1,1.0,2018-05-01,88,315,,,true
SAGEPAY,idn,1,1.0,2018-05-01,39,18,,5,false
SAGEPAY,usa,1,1.0,2018-02-01,918,15,,,true
SAGEPAY,usa,1,1.0,2018-02-01,733,75,,,true
PAYPAL,col,1,1.0,2018-02-01,702,280,,,true
PAYPAL,aus,1,,2018-02-01,702,147,,12,true
SAGEPAY,isr,1,1.0,2018-02-01,667,9,,,true
SAGEPAY,usa,1,1.0,2018-02-01,589,4,,,true
SAGEPAY,phl,1,,2018-02-01,429,515,,,true
SAGEPAY,usa,6,1.0,2018-02-01,317,54,,8,false
PAYPAL,ind,6,1.0,2018-02-01,297,35,,,false
SAGEPAY,usa,1,1.0,2018-03-01,946,15,,,true
SAGEPAY,usa,1,1.0,2018-03-01,761,75,,,true
PAYPAL,col,1,1.0,2018-03-01,730,280,,,true
PAYPAL,aus,1,,2018-03-01,730,159,12,,true
SAGEPAY,isr,1,1.0,2018-03-01,695,9,,,true
SAGEPAY,usa,1,1.0,2018-03-01,617,4,,,true
SAGEPAY,phl,1,,2018-03-01,457,515,,,true
SAGEPAY,usa,6,1.0,2018-03-01,345,62,8,,false
PAYPAL,ind,6,1.0,2018-03-01,325,35,,,false
PAYPAL,che,1,1.0,2018-03-01,915,67,,,true
SAGEPAY,nld,1,1.0,2018-03-01,908,41,,,true
SAGEPAY,usa,1,1.0,2018-03-01,837,188,,,true
SAGEPAY,ind,1,1.0,2018-03-01,770,73,,,true
PAYPAL,sau,1,,2018-03-01,707,345,7,21,true
PAYPAL,usa,1,1.0,2018-03-01,598,47,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,508,43,,,true
SAGEPAY,usa,1,,2018-03-01,180,266,,,true
SAGEPAY,gbr,6,,2018-03-01,56,116,1,7,false
PAYPAL,isr,1,1.0,2018-03-01,814,72,,,true
PAYPAL,usa,1,1.0,2018-03-01,587,308,,,true
PAYPAL,gbr,1,,2018-03-01,556,272,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,545,116,1,7,true
SAGEPAY,nzl,1,1.0,2018-03-01,539,21,,,false
SAGEPAY,usa,1,1.0,2018-03-01,537,32,,,true
SAGEPAY,usa,1,1.0,2018-03-01,524,293,,,true
PAYPAL,sau,1,,2018-03-01,481,59,,,true
SAGEPAY,usa,12,,2018-03-01,97,96,,24,false
PAYPAL,che,1,1.0,2018-04-01,946,67,,,true
SAGEPAY,nld,1,1.0,2018-04-01,939,41,,,true
SAGEPAY,usa,1,1.0,2018-04-01,868,188,,,true
SAGEPAY,ind,1,1.0,2018-04-01,801,73,,,true
PAYPAL,sau,1,,2018-04-01,738,366,21,22,true
PAYPAL,usa,1,1.0,2018-04-01,629,47,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,539,43,,,true
SAGEPAY,usa,1,,2018-04-01,211,266,,,true
SAGEPAY,gbr,6,,2018-04-01,87,123,7,,false
SAGEPAY,ind,1,,2018-05-01,691,111,,,false
SAGEPAY,gbr,1,1.0,2018-05-01,689,30,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,586,401,5,,false
SAGEPAY,usa,1,1.0,2018-05-01,582,9,,,true
SAGEPAY,usa,1,1.0,2018-05-01,552,21,,,true
SAGEPAY,can,1,,2018-05-01,409,458,,,true
PAYPAL,mex,6,,2018-05-01,321,279,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,312,99,,,false
SAGEPAY,swe,1,1.0,2018-05-01,77,409,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1025,8,,,false
SAGEPAY,ind,1,,2018-06-01,905,241,,,false
SAGEPAY,usa,1,,2018-06-01,864,445,68,,false
SAGEPAY,ind,1,1.0,2018-06-01,852,377,,,true
PAYPAL,usa,1,1.0,2018-06-01,725,72,,,true
SAGEPAY,usa,1,1.0,2018-06-01,647,9,,,true
SAGEPAY,rou,1,1.0,2018-06-01,646,284,,,false
SAGEPAY,srb,1,,2018-06-01,263,249,,,true
PAYPAL,sau,6,,2018-06-01,215,388,,,true
OFFLINE,deu,12,1.0,2018-02-01,860,46,,,true
PAYPAL,nga,1,,2018-02-01,692,525,,,true
SAGEPAY,gbr,1,,2018-02-01,688,676,,,false
SAGEPAY,usa,1,1.0,2018-02-01,617,2,,,true
PAYPAL,aus,1,1.0,2018-02-01,571,6,,,true
SAGEPAY,ind,1,1.0,2018-02-01,569,163,,,true
SAGEPAY,ind,1,1.0,2018-02-01,471,141,,,true
PAYPAL,usa,1,1.0,2018-02-01,455,104,,,true
SAGEPAY,usa,1,1.0,2018-02-01,318,56,,,true
PAYPAL,isr,1,1.0,2018-02-01,786,72,,,true
PAYPAL,usa,1,1.0,2018-02-01,559,308,,,true
PAYPAL,gbr,1,,2018-02-01,528,272,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,517,115,35,1,true
SAGEPAY,nzl,1,1.0,2018-02-01,511,21,,,false
SAGEPAY,usa,1,1.0,2018-02-01,509,32,,,true
SAGEPAY,usa,1,1.0,2018-02-01,496,293,,,true
PAYPAL,sau,1,,2018-02-01,453,59,,,true
SAGEPAY,usa,12,,2018-02-01,69,96,,,false
OFFLINE,deu,12,1.0,2018-03-01,888,46,,,true
PAYPAL,nga,1,,2018-03-01,720,525,,,true
SAGEPAY,gbr,1,,2018-03-01,716,676,,,false
SAGEPAY,usa,1,1.0,2018-03-01,645,2,,,true
PAYPAL,aus,1,1.0,2018-03-01,599,6,,,true
SAGEPAY,ind,1,1.0,2018-03-01,597,163,,,true
SAGEPAY,ind,1,1.0,2018-03-01,499,141,,,true
PAYPAL,usa,1,1.0,2018-03-01,483,104,,,true
SAGEPAY,usa,1,1.0,2018-03-01,346,56,,,true
OFFLINE,deu,12,1.0,2018-04-01,919,46,,,true
PAYPAL,nga,1,,2018-04-01,751,525,,,true
SAGEPAY,gbr,1,,2018-04-01,747,676,,,false
SAGEPAY,usa,1,1.0,2018-04-01,676,2,,,true
PAYPAL,aus,1,1.0,2018-04-01,630,6,,,true
SAGEPAY,ind,1,1.0,2018-04-01,628,163,,,true
SAGEPAY,ind,1,1.0,2018-04-01,530,141,,,true
PAYPAL,usa,1,1.0,2018-04-01,514,104,,,true
SAGEPAY,usa,1,1.0,2018-04-01,377,56,,,true
PAYPAL,gbr,1,1.0,2018-04-01,916,56,,,true
PAYPAL,bgr,1,1.0,2018-04-01,685,148,,,true
SAGEPAY,deu,1,,2018-04-01,650,222,,,true
SAGEPAY,ind,1,1.0,2018-04-01,625,306,,,true
SAGEPAY,lbn,1,1.0,2018-04-01,516,41,,,true
PAYPAL,cze,6,,2018-04-01,481,210,,,true
SAGEPAY,gbr,6,,2018-04-01,449,323,,,true
SAGEPAY,che,6,1.0,2018-04-01,439,268,,,false
SAGEPAY,usa,6,1.0,2018-04-01,288,534,,,true
OFFLINE,deu,12,1.0,2018-05-01,949,46,,,true
PAYPAL,nga,1,,2018-05-01,781,525,,,true
SAGEPAY,gbr,1,,2018-05-01,777,676,,,false
SAGEPAY,usa,1,1.0,2018-05-01,706,2,,,true
PAYPAL,aus,1,1.0,2018-05-01,660,6,,,true
SAGEPAY,ind,1,1.0,2018-05-01,658,163,,,true
SAGEPAY,ind,1,1.0,2018-05-01,560,141,,,true
PAYPAL,usa,1,1.0,2018-05-01,544,104,,,true
SAGEPAY,usa,1,1.0,2018-05-01,407,56,,,true
PAYPAL,gbr,1,1.0,2018-05-01,946,56,,,true
PAYPAL,bgr,1,1.0,2018-05-01,715,148,,,true
SAGEPAY,deu,1,,2018-05-01,680,222,,,true
SAGEPAY,ind,1,1.0,2018-05-01,655,306,,,true
SAGEPAY,lbn,1,1.0,2018-05-01,546,41,,,true
PAYPAL,cze,6,,2018-05-01,511,210,,,true
SAGEPAY,gbr,6,,2018-05-01,479,323,,,true
SAGEPAY,che,6,1.0,2018-05-01,469,268,,,false
SAGEPAY,usa,6,1.0,2018-05-01,318,534,,,true
OFFLINE,deu,12,1.0,2018-06-01,980,46,,,true
PAYPAL,nga,1,,2018-06-01,812,525,,,true
SAGEPAY,gbr,1,,2018-06-01,808,676,,,false
SAGEPAY,usa,1,1.0,2018-06-01,737,2,,,true
PAYPAL,aus,1,1.0,2018-06-01,691,6,,,true
SAGEPAY,ind,1,1.0,2018-06-01,689,163,,,true
SAGEPAY,ind,1,1.0,2018-06-01,591,141,,,true
PAYPAL,usa,1,1.0,2018-06-01,575,104,,,true
SAGEPAY,usa,1,1.0,2018-06-01,438,56,,,true
PAYPAL,gbr,1,1.0,2018-06-01,977,56,,,true
PAYPAL,bgr,1,1.0,2018-06-01,746,148,,,true
SAGEPAY,deu,1,,2018-06-01,711,222,,,true
SAGEPAY,ind,1,1.0,2018-06-01,686,306,,,true
SAGEPAY,lbn,1,1.0,2018-06-01,577,41,,,true
PAYPAL,cze,6,,2018-06-01,542,210,,,true
SAGEPAY,gbr,6,,2018-06-01,510,323,,,true
SAGEPAY,che,6,1.0,2018-06-01,500,268,,,false
SAGEPAY,usa,6,1.0,2018-06-01,349,534,,,true
SAGEPAY,bel,1,1.0,2018-02-01,909,131,,,false
SAGEPAY,can,1,1.0,2018-02-01,850,289,,,true
PAYPAL,usa,1,1.0,2018-02-01,697,7,,,true
PAYPAL,col,1,1.0,2018-02-01,668,333,,,true
SAGEPAY,irl,1,1.0,2018-02-01,561,63,,,true
PAYPAL,usa,1,,2018-02-01,485,204,,,true
SAGEPAY,usa,1,1.0,2018-02-01,427,91,,,true
PAYPAL,can,6,,2018-02-01,367,520,,,true
PAYPAL,isr,1,1.0,2018-02-01,119,46,,,true
SAGEPAY,usa,1,1.0,2018-04-01,977,15,,,true
SAGEPAY,usa,1,1.0,2018-04-01,792,75,,,true
PAYPAL,col,1,1.0,2018-04-01,761,280,,,true
PAYPAL,aus,1,,2018-04-01,761,159,,,true
SAGEPAY,isr,1,1.0,2018-04-01,726,9,,,true
SAGEPAY,usa,1,1.0,2018-04-01,648,4,,,true
SAGEPAY,phl,1,,2018-04-01,487,515,,,true
SAGEPAY,usa,6,1.0,2018-04-01,375,62,,,false
PAYPAL,ind,6,1.0,2018-04-01,356,35,,,false
OFFLINE,deu,12,1.0,2018-02-01,860,,,,true
SAGEPAY,ind,1,,2018-02-01,762,514,,,false
SAGEPAY,usa,1,1.0,2018-02-01,725,13,,,true
PAYPAL,per,1,1.0,2018-02-01,646,478,,,true
SAGEPAY,usa,1,,2018-02-01,627,44,,,true
PAYPAL,mex,1,1.0,2018-02-01,583,87,,,true
PAYPAL,usa,1,1.0,2018-02-01,529,15,,,true
PAYPAL,mex,1,1.0,2018-02-01,517,5,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,457,10,,,false
OFFLINE,deu,12,1.0,2018-03-01,888,,,,true
SAGEPAY,ind,1,,2018-03-01,790,514,,,false
SAGEPAY,usa,1,1.0,2018-03-01,753,13,,,true
PAYPAL,per,1,1.0,2018-03-01,674,478,,,true
SAGEPAY,usa,1,,2018-03-01,655,44,,,true
PAYPAL,mex,1,1.0,2018-03-01,611,87,,,true
PAYPAL,usa,1,1.0,2018-03-01,557,15,,,true
PAYPAL,mex,1,1.0,2018-03-01,545,5,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,485,10,,,false
SAGEPAY,usa,1,1.0,2018-03-01,952,189,,77,false
SAGEPAY,usa,1,1.0,2018-03-01,951,165,,,true
SAGEPAY,usa,1,1.0,2018-03-01,927,74,,,false
SAGEPAY,chn,1,1.0,2018-03-01,580,28,,,true
SAGEPAY,usa,1,1.0,2018-03-01,427,67,,,true
PAYPAL,nzl,1,1.0,2018-03-01,296,19,,,true
SAGEPAY,ita,12,1.0,2018-03-01,93,146,57,109,false
SAGEPAY,swe,6,1.0,2018-03-01,16,479,11,,false
PAYPAL,gbr,1,1.0,2018-03-01,918,387,,,true
PAYPAL,usa,1,1.0,2018-03-01,828,176,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,784,739,,,true
SAGEPAY,usa,1,1.0,2018-03-01,741,497,13,68,false
PAYPAL,gbr,1,1.0,2018-03-01,628,250,,,true
SAGEPAY,usa,12,,2018-03-01,589,383,8,2,false
SAGEPAY,usa,1,1.0,2018-03-01,518,184,,,true
SAGEPAY,gbr,12,1.0,2018-03-01,95,54,25,58,false
PAYPAL,gbr,1,1.0,2018-06-01,1010,387,,,true
PAYPAL,usa,1,1.0,2018-06-01,920,176,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,876,739,,,true
SAGEPAY,usa,1,1.0,2018-06-01,833,565,,15,false
PAYPAL,gbr,1,1.0,2018-06-01,720,250,,,true
SAGEPAY,usa,12,,2018-06-01,681,447,64,27,false
SAGEPAY,usa,1,1.0,2018-06-01,610,184,,,true
SAGEPAY,gbr,12,1.0,2018-06-01,187,116,2,,false
PAYPAL,gbr,1,1.0,2018-04-01,949,387,,,true
PAYPAL,usa,1,1.0,2018-04-01,859,176,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,815,739,,,true
SAGEPAY,usa,1,1.0,2018-04-01,772,565,68,,false
PAYPAL,gbr,1,1.0,2018-04-01,659,250,,,true
SAGEPAY,usa,12,,2018-04-01,620,385,2,4,false
SAGEPAY,usa,1,1.0,2018-04-01,549,184,,,true
SAGEPAY,gbr,12,1.0,2018-04-01,126,112,58,2,false
PAYPAL,gbr,1,1.0,2018-02-01,890,387,,,true
PAYPAL,usa,1,1.0,2018-02-01,800,176,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,756,739,,,true
SAGEPAY,usa,1,1.0,2018-02-01,713,484,5,13,false
PAYPAL,gbr,1,1.0,2018-02-01,600,250,,,true
SAGEPAY,usa,12,,2018-02-01,561,369,19,8,false
SAGEPAY,usa,1,1.0,2018-02-01,490,184,,,true
SAGEPAY,gbr,12,1.0,2018-02-01,67,29,,25,false
